nombre,cx,cy,cz,sx,sy,sz
U01-2,383.08,917.15,41.8,17.72,68.9,21.65
U04-4,383.2,1134.02,91.41,17.72,68.9,21.65
U06-3,383.2,1318.37,66.73,17.72,68.9,21.65
U02-4,383.2,989.51,91.41,17.72,68.9,21.65
U07-4,383.2,1390.69,91.41,17.72,68.9,21.65
U08-4,383.2,1462.91,91.41,17.72,68.9,21.65
U05-1,383.08,1206.05,17.13,17.72,68.9,21.65
U05-2,383.08,1206.05,41.8,17.72,68.9,21.65
U08-1,383.08,1462.72,17.13,17.72,68.9,21.65
U07-3,383.2,1390.69,66.73,17.72,68.9,21.65
U04-3,383.2,1134.02,66.73,17.72,68.9,21.65
S03-3,464.85,1061.71,66.73,17.72,68.9,21.65
S01-1,464.73,917.15,17.13,17.72,68.9,21.65
S06-1,464.73,1318.18,17.13,17.72,68.9,21.65
S04-1,464.73,1133.83,17.13,17.72,68.9,21.65
S07-2,464.73,1390.5,41.8,17.72,68.9,21.65
S02-2,464.73,989.31,41.8,17.72,68.9,21.65
S07-1,464.73,1390.5,17.13,17.72,68.9,21.65
S04-2,464.73,1133.83,41.8,17.72,68.9,21.65
S01-3,464.85,917.35,66.73,17.72,68.9,21.65
S03-1,464.73,1061.51,17.13,17.72,68.9,21.65
S08-2,464.73,1462.72,41.8,17.72,68.9,21.65
S05-4,464.85,1206.25,91.41,17.72,68.9,21.65
S05-3,464.85,1206.25,66.73,17.72,68.9,21.65
S01-4,464.85,917.35,91.41,17.72,68.9,21.65
S06-4,464.85,1318.37,91.41,17.72,68.9,21.65
S08-3,464.85,1462.91,66.73,17.72,68.9,21.65
S02-3,464.85,989.51,66.73,17.72,68.9,21.65
S03-4,464.85,1061.71,91.41,17.72,68.9,21.65
T01-1,443.19,917.15,17.13,17.72,68.9,21.65
T03-1,443.19,1061.51,17.13,17.72,68.9,21.65
T07-1,443.19,1390.5,17.13,17.72,68.9,21.65
T03-3,443.31,1061.71,66.73,17.72,68.9,21.65
T04-1,443.19,1133.83,17.13,17.72,68.9,21.65
T06-1,443.19,1318.18,17.13,17.72,68.9,21.65
T07-2,443.19,1390.5,41.8,17.72,68.9,21.65
T04-2,443.19,1133.83,41.8,17.72,68.9,21.65
T02-2,443.19,989.31,41.8,17.72,68.9,21.65
T01-3,443.31,917.35,66.73,17.72,68.9,21.65
T08-2,443.19,1462.72,41.8,17.72,68.9,21.65
T06-3,443.31,1318.37,66.73,17.72,68.9,21.65
T04-4,443.31,1134.02,91.41,17.72,68.9,21.65
T02-4,443.31,989.51,91.41,17.72,68.9,21.65
T01-2,443.19,917.15,41.8,17.72,68.9,21.65
T07-4,443.31,1390.69,91.41,17.72,68.9,21.65
T03-2,443.19,1061.51,41.8,17.72,68.9,21.65
T06-2,443.19,1318.18,41.8,17.72,68.9,21.65
T07-3,443.31,1390.69,66.73,17.72,68.9,21.65
T08-4,443.31,1462.91,91.41,17.72,68.9,21.65
T05-1,443.19,1206.05,17.13,17.72,68.9,21.65
T05-2,443.19,1206.05,41.8,17.72,68.9,21.65
T08-1,443.19,1462.72,17.13,17.72,68.9,21.65
T04-3,443.31,1134.02,66.73,17.72,68.9,21.65
T02-1,443.19,989.31,17.13,17.72,68.9,21.65
T02-3,443.31,989.51,66.73,17.72,68.9,21.65
T06-4,443.31,1318.37,91.41,17.72,68.9,21.65
T08-3,443.31,1462.91,66.73,17.72,68.9,21.65
T05-3,443.31,1206.25,66.73,17.72,68.9,21.65
T01-4,443.31,917.35,91.41,17.72,68.9,21.65
T03-4,443.31,1061.71,91.41,17.72,68.9,21.65
T05-4,443.31,1206.25,91.41,17.72,68.9,21.65
S02-1,464.73,989.31,17.13,17.72,68.9,21.65
S03-2,464.73,1061.51,41.8,17.72,68.9,21.65
S06-2,464.73,1318.18,41.8,17.72,68.9,21.65
S01-2,464.73,917.15,41.8,17.72,68.9,21.65
S04-4,464.85,1134.02,91.41,17.72,68.9,21.65
S06-3,464.85,1318.37,66.73,17.72,68.9,21.65
S02-4,464.85,989.51,91.41,17.72,68.9,21.65
S07-4,464.85,1390.69,91.41,17.72,68.9,21.65
S08-4,464.85,1462.91,91.41,17.72,68.9,21.65
S05-1,464.73,1206.05,17.13,17.72,68.9,21.65
S05-2,464.73,1206.05,41.8,17.72,68.9,21.65
S08-1,464.73,1462.72,17.13,17.72,68.9,21.65
S07-3,464.85,1390.69,66.73,17.72,68.9,21.65
S04-3,464.85,1134.02,66.73,17.72,68.9,21.65
Q03-3,545.51,1061.71,66.73,17.72,68.9,21.65
Q01-1,545.4,917.15,17.13,17.72,68.9,21.65
Q06-1,545.4,1318.18,17.13,17.72,68.9,21.65
Q04-1,545.4,1133.83,17.13,17.72,68.9,21.65
Q07-2,545.4,1390.5,41.8,17.72,68.9,21.65
Q02-2,545.4,989.31,41.8,17.72,68.9,21.65
Q07-1,545.4,1390.5,17.13,17.72,68.9,21.65
Q04-2,545.4,1133.83,41.8,17.72,68.9,21.65
Q01-3,545.51,917.35,66.73,17.72,68.9,21.65
Q03-1,545.4,1061.51,17.13,17.72,68.9,21.65
Q08-2,545.4,1462.72,41.8,17.72,68.9,21.65
Q05-4,545.51,1206.25,91.41,17.72,68.9,21.65
Q05-3,545.51,1206.25,66.73,17.72,68.9,21.65
Q01-4,545.51,917.35,91.41,17.72,68.9,21.65
Q06-4,545.51,1318.37,91.41,17.72,68.9,21.65
Q08-3,545.51,1462.91,66.73,17.72,68.9,21.65
Q02-3,545.51,989.51,66.73,17.72,68.9,21.65
Q03-4,545.51,1061.71,91.41,17.72,68.9,21.65
R01-1,523.85,917.15,17.13,17.72,68.9,21.65
R03-1,523.85,1061.51,17.13,17.72,68.9,21.65
R07-1,523.85,1390.5,17.13,17.72,68.9,21.65
R03-3,523.97,1061.71,66.73,17.72,68.9,21.65
R04-1,523.85,1133.83,17.13,17.72,68.9,21.65
R06-1,523.85,1318.18,17.13,17.72,68.9,21.65
R07-2,523.85,1390.5,41.8,17.72,68.9,21.65
R04-2,523.85,1133.83,41.8,17.72,68.9,21.65
R02-2,523.85,989.31,41.8,17.72,68.9,21.65
R01-3,523.97,917.35,66.73,17.72,68.9,21.65
R08-2,523.85,1462.72,41.8,17.72,68.9,21.65
R06-3,523.97,1318.37,66.73,17.72,68.9,21.65
R04-4,523.97,1134.02,91.41,17.72,68.9,21.65
R02-4,523.97,989.51,91.41,17.72,68.9,21.65
R01-2,523.85,917.15,41.8,17.72,68.9,21.65
R07-4,523.97,1390.69,91.41,17.72,68.9,21.65
R03-2,523.85,1061.51,41.8,17.72,68.9,21.65
R06-2,523.85,1318.18,41.8,17.72,68.9,21.65
R07-3,523.97,1390.69,66.73,17.72,68.9,21.65
R08-4,523.97,1462.91,91.41,17.72,68.9,21.65
R05-1,523.85,1206.05,17.13,17.72,68.9,21.65
R05-2,523.85,1206.05,41.8,17.72,68.9,21.65
R08-1,523.85,1462.72,17.13,17.72,68.9,21.65
R04-3,523.97,1134.02,66.73,17.72,68.9,21.65
R02-1,523.85,989.31,17.13,17.72,68.9,21.65
R02-3,523.97,989.51,66.73,17.72,68.9,21.65
R06-4,523.97,1318.37,91.41,17.72,68.9,21.65
R08-3,523.97,1462.91,66.73,17.72,68.9,21.65
R05-3,523.97,1206.25,66.73,17.72,68.9,21.65
R01-4,523.97,917.35,91.41,17.72,68.9,21.65
R03-4,523.97,1061.71,91.41,17.72,68.9,21.65
R05-4,523.97,1206.25,91.41,17.72,68.9,21.65
Q02-1,545.4,989.31,17.13,17.72,68.9,21.65
Q03-2,545.4,1061.51,41.8,17.72,68.9,21.65
Q06-2,545.4,1318.18,41.8,17.72,68.9,21.65
Q01-2,545.4,917.15,41.8,17.72,68.9,21.65
Q04-4,545.51,1134.02,91.41,17.72,68.9,21.65
Q06-3,545.51,1318.37,66.73,17.72,68.9,21.65
Q02-4,545.51,989.51,91.41,17.72,68.9,21.65
Q07-4,545.51,1390.69,91.41,17.72,68.9,21.65
Q08-4,545.51,1462.91,91.41,17.72,68.9,21.65
Q05-1,545.4,1206.05,17.13,17.72,68.9,21.65
Q05-2,545.4,1206.05,41.8,17.72,68.9,21.65
Q08-1,545.4,1462.72,17.13,17.72,68.9,21.65
Q07-3,545.51,1390.69,66.73,17.72,68.9,21.65
Q04-3,545.51,1134.02,66.73,17.72,68.9,21.65
O03-3,627.17,1061.71,66.73,17.72,68.9,21.65
O01-1,627.05,917.15,17.13,17.72,68.9,21.65
O06-1,627.05,1318.18,17.13,17.72,68.9,21.65
O04-1,627.05,1133.83,17.13,17.72,68.9,21.65
O07-2,627.05,1390.5,41.8,17.72,68.9,21.65
O02-2,627.05,989.31,41.8,17.72,68.9,21.65
O07-1,627.05,1390.5,17.13,17.72,68.9,21.65
O04-2,627.05,1133.83,41.8,17.72,68.9,21.65
O01-3,627.17,917.35,66.73,17.72,68.9,21.65
O03-1,627.05,1061.51,17.13,17.72,68.9,21.65
O08-2,627.05,1462.72,41.8,17.72,68.9,21.65
O05-4,627.17,1206.25,91.41,17.72,68.9,21.65
O05-3,627.17,1206.25,66.73,17.72,68.9,21.65
O01-4,627.17,917.35,91.41,17.72,68.9,21.65
O06-4,627.17,1318.37,91.41,17.72,68.9,21.65
O08-3,627.17,1462.91,66.73,17.72,68.9,21.65
O02-3,627.17,989.51,66.73,17.72,68.9,21.65
O03-4,627.17,1061.71,91.41,17.72,68.9,21.65
P01-1,605.51,917.15,17.13,17.72,68.9,21.65
P03-1,605.51,1061.51,17.13,17.72,68.9,21.65
P07-1,605.51,1390.5,17.13,17.72,68.9,21.65
P03-3,605.63,1061.71,66.73,17.72,68.9,21.65
P04-1,605.51,1133.83,17.13,17.72,68.9,21.65
P06-1,605.51,1318.18,17.13,17.72,68.9,21.65
P07-2,605.51,1390.5,41.8,17.72,68.9,21.65
P04-2,605.51,1133.83,41.8,17.72,68.9,21.65
P02-2,605.51,989.31,41.8,17.72,68.9,21.65
P01-3,605.63,917.35,66.73,17.72,68.9,21.65
P08-2,605.51,1462.72,41.8,17.72,68.9,21.65
P06-3,605.63,1318.37,66.73,17.72,68.9,21.65
P04-4,605.63,1134.02,91.41,17.72,68.9,21.65
P02-4,605.63,989.51,91.41,17.72,68.9,21.65
P01-2,605.51,917.15,41.8,17.72,68.9,21.65
P07-4,605.63,1390.69,91.41,17.72,68.9,21.65
P03-2,605.51,1061.51,41.8,17.72,68.9,21.65
P06-2,605.51,1318.18,41.8,17.72,68.9,21.65
P07-3,605.63,1390.69,66.73,17.72,68.9,21.65
P08-4,605.63,1462.91,91.41,17.72,68.9,21.65
P05-1,605.51,1206.05,17.13,17.72,68.9,21.65
P05-2,605.51,1206.05,41.8,17.72,68.9,21.65
P08-1,605.51,1462.72,17.13,17.72,68.9,21.65
P04-3,605.63,1134.02,66.73,17.72,68.9,21.65
P02-1,605.51,989.31,17.13,17.72,68.9,21.65
P02-3,605.63,989.51,66.73,17.72,68.9,21.65
P06-4,605.63,1318.37,91.41,17.72,68.9,21.65
P08-3,605.63,1462.91,66.73,17.72,68.9,21.65
P05-3,605.63,1206.25,66.73,17.72,68.9,21.65
P01-4,605.63,917.35,91.41,17.72,68.9,21.65
P03-4,605.63,1061.71,91.41,17.72,68.9,21.65
P05-4,605.63,1206.25,91.41,17.72,68.9,21.65
O02-1,627.05,989.31,17.13,17.72,68.9,21.65
O03-2,627.05,1061.51,41.8,17.72,68.9,21.65
O06-2,627.05,1318.18,41.8,17.72,68.9,21.65
O01-2,627.05,917.15,41.8,17.72,68.9,21.65
O04-4,627.17,1134.02,91.41,17.72,68.9,21.65
O06-3,627.17,1318.37,66.73,17.72,68.9,21.65
O02-4,627.17,989.51,91.41,17.72,68.9,21.65
O07-4,627.17,1390.69,91.41,17.72,68.9,21.65
O08-4,627.17,1462.91,91.41,17.72,68.9,21.65
O05-1,627.05,1206.05,17.13,17.72,68.9,21.65
O05-2,627.05,1206.05,41.8,17.72,68.9,21.65
O08-1,627.05,1462.72,17.13,17.72,68.9,21.65
O07-3,627.17,1390.69,66.73,17.72,68.9,21.65
O04-3,627.17,1134.02,66.73,17.72,68.9,21.65
M03-3,708.54,1061.71,66.73,17.72,68.9,21.65
M01-1,708.42,917.15,17.13,17.72,68.9,21.65
M06-1,708.42,1318.18,17.13,17.72,68.9,21.65
M04-1,708.42,1133.83,17.13,17.72,68.9,21.65
M07-2,708.42,1390.5,41.8,17.72,68.9,21.65
M02-2,708.42,989.31,41.8,17.72,68.9,21.65
M07-1,708.42,1390.5,17.13,17.72,68.9,21.65
M04-2,708.42,1133.83,41.8,17.72,68.9,21.65
M01-3,708.54,917.35,66.73,17.72,68.9,21.65
M03-1,708.42,1061.51,17.13,17.72,68.9,21.65
M08-2,708.42,1462.72,41.8,17.72,68.9,21.65
M05-4,708.54,1206.25,91.41,17.72,68.9,21.65
M05-3,708.54,1206.25,66.73,17.72,68.9,21.65
M01-4,708.54,917.35,91.41,17.72,68.9,21.65
M06-4,708.54,1318.37,91.41,17.72,68.9,21.65
M08-3,708.54,1462.91,66.73,17.72,68.9,21.65
M02-3,708.54,989.51,66.73,17.72,68.9,21.65
M03-4,708.54,1061.71,91.41,17.72,68.9,21.65
N01-1,686.88,917.15,17.13,17.72,68.9,21.65
N03-1,686.88,1061.51,17.13,17.72,68.9,21.65
N07-1,686.88,1390.5,17.13,17.72,68.9,21.65
N03-3,687.0,1061.71,66.73,17.72,68.9,21.65
N04-1,686.88,1133.83,17.13,17.72,68.9,21.65
N06-1,686.88,1318.18,17.13,17.72,68.9,21.65
N07-2,686.88,1390.5,41.8,17.72,68.9,21.65
N04-2,686.88,1133.83,41.8,17.72,68.9,21.65
N02-2,686.88,989.31,41.8,17.72,68.9,21.65
N01-3,687.0,917.35,66.73,17.72,68.9,21.65
N08-2,686.88,1462.72,41.8,17.72,68.9,21.65
N06-3,687.0,1318.37,66.73,17.72,68.9,21.65
N04-4,687.0,1134.02,91.41,17.72,68.9,21.65
N02-4,687.0,989.51,91.41,17.72,68.9,21.65
N01-2,686.88,917.15,41.8,17.72,68.9,21.65
N07-4,687.0,1390.69,91.41,17.72,68.9,21.65
N03-2,686.88,1061.51,41.8,17.72,68.9,21.65
N06-2,686.88,1318.18,41.8,17.72,68.9,21.65
N07-3,687.0,1390.69,66.73,17.72,68.9,21.65
N08-4,687.0,1462.91,91.41,17.72,68.9,21.65
N05-1,686.88,1206.05,17.13,17.72,68.9,21.65
N05-2,686.88,1206.05,41.8,17.72,68.9,21.65
N08-1,686.88,1462.72,17.13,17.72,68.9,21.65
N04-3,687.0,1134.02,66.73,17.72,68.9,21.65
N02-1,686.88,989.31,17.13,17.72,68.9,21.65
N02-3,687.0,989.51,66.73,17.72,68.9,21.65
N06-4,687.0,1318.37,91.41,17.72,68.9,21.65
N08-3,687.0,1462.91,66.73,17.72,68.9,21.65
N05-3,687.0,1206.25,66.73,17.72,68.9,21.65
N01-4,687.0,917.35,91.41,17.72,68.9,21.65
N03-4,687.0,1061.71,91.41,17.72,68.9,21.65
N05-4,687.0,1206.25,91.41,17.72,68.9,21.65
M02-1,708.42,989.31,17.13,17.72,68.9,21.65
M03-2,708.42,1061.51,41.8,17.72,68.9,21.65
M06-2,708.42,1318.18,41.8,17.72,68.9,21.65
M01-2,708.42,917.15,41.8,17.72,68.9,21.65
M04-4,708.54,1134.02,91.41,17.72,68.9,21.65
M06-3,708.54,1318.37,66.73,17.72,68.9,21.65
M02-4,708.54,989.51,91.41,17.72,68.9,21.65
M07-4,708.54,1390.69,91.41,17.72,68.9,21.65
M08-4,708.54,1462.91,91.41,17.72,68.9,21.65
M05-1,708.42,1206.05,17.13,17.72,68.9,21.65
M05-2,708.42,1206.05,41.8,17.72,68.9,21.65
M08-1,708.42,1462.72,17.13,17.72,68.9,21.65
M07-3,708.54,1390.69,66.73,17.72,68.9,21.65
M04-3,708.54,1134.02,66.73,17.72,68.9,21.65
L07-4,768.76,1390.69,91.41,17.72,68.9,21.65
L07-1,768.64,1390.5,17.13,17.72,68.9,21.65
L06-3,768.76,1318.37,66.73,17.72,68.9,21.65
L03-3,768.76,1061.71,66.73,17.72,68.9,21.65
L04-1,768.64,1133.83,17.13,17.72,68.9,21.65
L01-2,768.64,917.15,41.8,17.72,68.9,21.65
L02-2,768.64,989.31,41.8,17.72,68.9,21.65
L03-2,768.64,1061.51,41.8,17.72,68.9,21.65
L06-2,768.64,1318.18,41.8,17.72,68.9,21.65
L02-4,768.76,989.51,91.41,17.72,68.9,21.65
L07-2,768.64,1390.5,41.8,17.72,68.9,21.65
L01-3,768.76,917.35,66.73,17.72,68.9,21.65
L08-2,768.64,1462.72,41.8,17.72,68.9,21.65
L04-4,768.76,1134.02,91.41,17.72,68.9,21.65
L04-2,768.64,1133.83,41.8,17.72,68.9,21.65
L06-1,768.64,1318.18,17.13,17.72,68.9,21.65
L01-4,768.76,917.35,91.41,17.72,68.9,21.65
L05-1,768.64,1206.05,17.13,17.72,68.9,21.65
L05-2,768.64,1206.05,41.8,17.72,68.9,21.65
L08-3,768.76,1462.91,66.73,17.72,68.9,21.65
L05-3,768.76,1206.25,66.73,17.72,68.9,21.65
L08-4,768.76,1462.91,91.41,17.72,68.9,21.65
L06-4,768.76,1318.37,91.41,17.72,68.9,21.65
L03-4,768.76,1061.71,91.41,17.72,68.9,21.65
L05-4,768.76,1206.25,91.41,17.72,68.9,21.65
L08-1,768.64,1462.72,17.13,17.72,68.9,21.65
L04-3,768.76,1134.02,66.73,17.72,68.9,21.65
L07-3,768.76,1390.69,66.73,17.72,68.9,21.65
L02-3,768.76,989.51,66.73,17.72,68.9,21.65
L02-1,768.64,989.31,17.13,17.72,68.9,21.65
L03-1,768.64,1061.51,17.13,17.72,68.9,21.65
L01-1,768.64,917.15,17.13,17.72,68.9,21.65
101-03-1,1511.69,150.39,16.14,14.96,19.69,19.69
101-02-1,1527.05,150.39,16.14,14.96,19.69,19.69
101-01-1,1542.4,150.39,16.14,14.96,19.69,19.69
101-06-1,1463.51,150.39,16.14,14.96,19.69,19.69
101-05-1,1478.86,150.39,16.14,14.96,19.69,19.69
101-04-1,1494.21,150.39,16.14,14.96,19.69,19.69
101-09-1,1415.78,150.39,16.14,14.96,19.69,19.69
101-08-1,1431.14,150.39,16.14,14.96,19.69,19.69
101-07-1,1446.49,150.39,16.14,14.96,19.69,19.69
101-12-1,1368.16,150.39,16.14,14.96,19.69,19.69
101-11-1,1383.51,150.39,16.14,14.96,19.69,19.69
101-10-1,1398.87,150.39,16.14,14.96,19.69,19.69
101-03-2,1511.69,150.39,40.94,14.96,19.69,19.69
101-12-2,1368.16,150.39,40.94,14.96,19.69,19.69
101-10-2,1398.87,150.39,40.94,14.96,19.69,19.69
101-08-2,1431.14,150.39,40.94,14.96,19.69,19.69
101-11-2,1383.51,150.39,40.94,14.96,19.69,19.69
101-09-2,1415.78,150.39,40.94,14.96,19.69,19.69
101-07-2,1446.49,150.39,40.94,14.96,19.69,19.69
101-04-2,1494.21,150.39,40.94,14.96,19.69,19.69
101-06-2,1463.51,150.39,40.94,14.96,19.69,19.69
101-02-2,1527.05,150.39,40.94,14.96,19.69,19.69
101-01-2,1542.4,150.39,40.94,14.96,19.69,19.69
101-05-2,1478.86,150.39,40.94,14.96,19.69,19.69
101-03-3,1511.69,150.39,65.66,14.96,19.69,19.69
101-07-4,1446.49,150.39,90.46,14.96,19.69,19.69
101-12-3,1368.16,150.39,65.66,14.96,19.69,19.69
101-10-3,1398.87,150.39,65.66,14.96,19.69,19.69
101-08-4,1431.14,150.39,90.46,14.96,19.69,19.69
101-08-3,1431.14,150.39,65.66,14.96,19.69,19.69
101-11-4,1383.51,150.39,90.46,14.96,19.69,19.69
101-03-4,1511.69,150.39,90.46,14.96,19.69,19.69
101-04-4,1494.21,150.39,90.46,14.96,19.69,19.69
101-11-3,1383.51,150.39,65.66,14.96,19.69,19.69
101-01-4,1542.4,150.39,90.46,14.96,19.69,19.69
101-05-4,1478.86,150.39,90.46,14.96,19.69,19.69
101-09-3,1415.78,150.39,65.66,14.96,19.69,19.69
101-09-4,1415.78,150.39,90.46,14.96,19.69,19.69
101-02-4,1527.05,150.39,90.46,14.96,19.69,19.69
101-06-4,1463.51,150.39,90.46,14.96,19.69,19.69
101-07-3,1446.49,150.39,65.66,14.96,19.69,19.69
101-12-4,1368.16,150.39,90.46,14.96,19.69,19.69
101-10-4,1398.87,150.39,90.46,14.96,19.69,19.69
101-04-3,1494.21,150.39,65.66,14.96,19.69,19.69
101-06-3,1463.51,150.39,65.66,14.96,19.69,19.69
101-02-3,1527.05,150.39,65.66,14.96,19.69,19.69
101-01-3,1542.4,150.39,65.66,14.96,19.69,19.69
101-05-3,1478.86,150.39,65.66,14.96,19.69,19.69
